approval_id,invoice_id,employee_id,vendor_id,approval_date,invoice_amount,employee_approval_limit,decision,approval_time_hour,is_fraud_ground_truth
APR00701,INV00701,E016,V027,2026-01-17,410342.17,500000,Approved,11,0
APR00702,INV00702,E004,V008,2025-03-01,602896.47,250000,Rejected,17,0
APR00703,INV00703,E018,V027,2025-04-24,363320.13,500000,Approved,14,0
APR00704,INV00704,E020,V030,2025-09-14,287392.54,2500000,Approved,19,0
APR00705,INV00705,E001,V014,2025-12-27,194006.17,250000,Approved,10,0
APR00706,INV00706,E010,V014,2025-08-01,217642.05,500000,Approved,11,0
APR00707,INV00707,E007,V004,2026-02-07,84620.0,2500000,Approved,11,0
APR00708,INV00708,E012,V018,2025-03-03,477238.98,2500000,Approved,16,0
APR00709,INV00709,E016,V019,2026-06-09,853611.75,500000,Rejected,9,0
APR00710,INV00710,E019,V008,2026-04-01,701814.41,250000,Rejected,16,0
APR00711,INV00711,E014,V030,2026-03-26,512137.73,100000,Escalated,18,0
APR00712,INV00712,E013,V008,2025-12-16,1849851.19,100000,Rejected,16,1
APR00713,INV00713,E018,V013,2026-01-11,811271.14,500000,Escalated,9,1
APR00714,INV00714,E009,V005,2026-06-14,87323.85,250000,Approved,14,0
APR00715,INV00715,E020,V022,2025-04-21,295376.59,2500000,Approved,14,1
APR00716,INV00716,E010,V008,2026-01-01,471403.38,500000,Approved,17,0
APR00717,INV00717,E015,V005,2026-04-06,88972.14,100000,Approved,18,0
APR00718,INV00718,E013,V024,2026-06-14,243718.83,100000,Escalated,11,0
APR00719,INV00719,E004,V003,2025-10-29,237733.22,250000,Approved,12,0
APR00720,INV00720,E019,V020,2025-11-05,198356.28,250000,Approved,10,0
APR00721,INV00721,E008,V022,2025-08-22,1135342.0,100000,Escalated,13,1
APR00722,INV00722,E012,V026,2025-02-10,517210.5,2500000,Approved,15,0
APR00723,INV00723,E020,V023,2025-12-27,72867.75,2500000,Approved,17,0
APR00724,INV00724,E002,V021,2025-12-11,135226.36,2500000,Approved,11,0
APR00725,INV00725,E015,V030,2025-01-19,354912.95,100000,Rejected,10,0
APR00726,INV00726,E005,V007,2025-04-08,314700.64,500000,Approved,8,0
APR00727,INV00727,E019,V011,2025-12-11,365729.73,250000,Rejected,9,0
APR00728,INV00728,E019,V030,2026-04-04,251206.02,250000,Rejected,8,0
APR00729,INV00729,E018,V005,2025-08-19,100081.94,500000,Approved,10,0
APR00730,INV00730,E012,V010,2025-06-03,419461.06,2500000,Approved,17,0
APR00731,INV00731,E011,V020,2025-06-01,218062.49,2500000,Approved,18,0
APR00732,INV00732,E011,V007,2025-02-28,305323.67,2500000,Approved,20,0
APR00733,INV00733,E006,V011,2025-03-23,221890.51,500000,Approved,15,0
APR00734,INV00734,E020,V014,2025-01-29,456610.7,2500000,Approved,13,0
APR00735,INV00735,E005,V030,2025-10-20,484776.44,500000,Flagged,16,1
APR00736,INV00736,E012,V007,2026-06-17,562703.72,2500000,Approved,18,0
APR00737,INV00737,E010,V026,2025-04-18,526731.12,500000,Escalated,14,0
APR00738,INV00738,E014,V026,2025-08-11,1577042.35,100000,Rejected,11,1
APR00739,INV00739,E004,V014,2025-06-04,245068.48,250000,Approved,11,1
APR00740,INV00740,E003,V021,2025-08-07,174738.76,500000,Approved,15,0
APR00741,INV00741,E006,V021,2026-01-02,102446.6,500000,Approved,8,0
APR00742,INV00742,E001,V005,2025-12-20,148434.27,250000,Approved,11,0
APR00743,INV00743,E002,V022,2026-02-27,334383.5,2500000,Approved,17,0
APR00744,INV00744,E007,V027,2026-01-30,231667.98,2500000,Approved,14,0
APR00745,INV00745,E015,V024,2025-01-03,129055.14,100000,Rejected,10,0
APR00746,INV00746,E009,V015,2025-08-02,421150.37,250000,Rejected,12,0
APR00747,INV00747,E011,V008,2026-04-21,558921.66,2500000,Approved,9,0
APR00748,INV00748,E018,V024,2025-07-19,1624866.53,500000,Escalated,18,1
APR00749,INV00749,E004,V014,2025-02-09,314209.4,250000,Rejected,20,0
APR00750,INV00750,E009,V011,2026-04-28,377418.52,250000,Rejected,9,0
APR00751,INV00751,E012,V013,2025-01-31,435472.9,2500000,Approved,11,0
APR00752,INV00752,E015,V016,2025-05-24,173272.09,100000,Escalated,19,0
APR00753,INV00753,E017,V022,2025-05-14,919228.12,2500000,Approved,19,0
APR00754,INV00754,E009,V008,2026-05-06,836781.98,250000,Escalated,17,0
APR00755,INV00755,E015,V012,2026-02-09,89508.62,100000,Approved,17,0
APR00756,INV00756,E012,V021,2025-04-23,252167.4,2500000,Approved,19,0
APR00757,INV00757,E002,V017,2025-05-01,61305.66,2500000,Approved,12,0
APR00758,INV00758,E019,V002,2025-03-01,284720.97,250000,Rejected,19,0
APR00759,INV00759,E010,V006,2026-03-12,244860.91,500000,Approved,19,0
APR00760,INV00760,E009,V028,2025-02-04,419926.93,250000,Escalated,10,0
APR00761,INV00761,E019,V015,2026-03-20,243421.35,250000,Approved,8,0
APR00762,INV00762,E002,V016,2025-11-01,355058.59,2500000,Approved,14,0
APR00763,INV00763,E008,V008,2025-12-13,283503.02,100000,Rejected,17,1
APR00764,INV00764,E010,V001,2025-08-19,42773.38,500000,Approved,19,0
APR00765,INV00765,E007,V017,2025-12-15,120004.65,2500000,Approved,9,0
APR00766,INV00766,E020,V030,2026-04-10,301420.44,2500000,Approved,12,0
APR00767,INV00767,E014,V005,2025-08-31,150180.36,100000,Rejected,17,0
APR00768,INV00768,E011,V015,2025-06-18,420816.58,2500000,Approved,8,0
APR00769,INV00769,E017,V021,2025-10-26,106499.17,2500000,Flagged,8,1
APR00770,INV00770,E007,V023,2025-09-05,43122.72,2500000,Approved,11,0
APR00771,INV00771,E012,V022,2025-09-02,507382.8,2500000,Approved,17,0
APR00772,INV00772,E018,V014,2025-09-29,1552530.5,500000,Rejected,19,1
APR00773,INV00773,E011,V022,2026-06-19,385769.73,2500000,Approved,9,0
APR00774,INV00774,E010,V017,2025-12-22,107652.88,500000,Approved,14,0
APR00775,INV00775,E004,V026,2026-06-05,501848.5,250000,Escalated,10,0
APR00776,INV00776,E002,V013,2025-06-10,361812.34,2500000,Approved,16,0
APR00777,INV00777,E017,V021,2026-04-19,139832.42,2500000,Approved,18,0
APR00778,INV00778,E001,V003,2026-04-16,213794.72,250000,Approved,20,0
APR00779,INV00779,E008,V009,2025-01-04,337284.71,100000,Escalated,12,0
APR00780,INV00780,E015,V010,2026-02-19,975435.26,100000,Rejected,11,0
APR00781,INV00781,E003,V010,2026-04-07,609829.62,500000,Rejected,12,0
APR00782,INV00782,E013,V003,2025-01-13,232908.44,100000,Escalated,17,0
APR00783,INV00783,E006,V009,2026-05-16,391839.99,500000,Approved,13,0
APR00784,INV00784,E008,V024,2025-05-08,410303.41,100000,Rejected,8,0
APR00785,INV00785,E005,V016,2025-10-06,202759.8,500000,Approved,20,0
APR00786,INV00786,E016,V021,2025-04-29,109404.71,500000,Approved,9,0
APR00787,INV00787,E003,V018,2026-05-11,763037.15,500000,Escalated,20,0
APR00788,INV00788,E003,V018,2026-03-29,296184.48,500000,Approved,10,0
APR00789,INV00789,E020,V020,2025-06-22,145825.9,2500000,Approved,14,0
APR00790,INV00790,E014,V007,2026-01-06,328175.89,100000,Rejected,12,0
APR00791,INV00791,E018,V019,2026-01-17,851014.27,500000,Escalated,16,0
APR00792,INV00792,E018,V024,2026-04-15,175705.14,500000,Approved,13,0
APR00793,INV00793,E003,V016,2025-05-14,137159.94,500000,Approved,12,0
APR00794,INV00794,E001,V021,2025-07-27,197494.45,250000,Approved,14,0
APR00795,INV00795,E015,V012,2025-03-05,112709.91,100000,Rejected,20,0
APR00796,INV00796,E014,V021,2025-03-28,160164.94,100000,Rejected,11,0
APR00797,INV00797,E007,V006,2026-03-31,576965.57,2500000,Approved,10,0
APR00798,INV00798,E011,V007,2026-02-10,452402.18,2500000,Approved,8,0
APR00799,INV00799,E013,V015,2025-12-12,139415.26,100000,Rejected,17,0
APR00800,INV00800,E011,V005,2025-04-11,87923.8,2500000,Approved,16,0
APR00801,INV00801,E020,V019,2026-05-15,722129.86,2500000,Approved,15,0
APR00802,INV00802,E017,V016,2025-12-17,393257.9,2500000,Approved,8,0
APR00803,INV00803,E005,V019,2026-04-15,416887.74,500000,Approved,18,0
APR00804,INV00804,E011,V030,2025-05-10,278011.02,2500000,Approved,18,0
APR00805,INV00805,E004,V022,2025-02-04,1189102.03,250000,Rejected,20,1
APR00806,INV00806,E001,V015,2025-07-18,436333.18,250000,Escalated,20,0
APR00807,INV00807,E013,V018,2026-03-09,466335.21,100000,Escalated,11,0
APR00808,INV00808,E009,V003,2025-08-09,370162.62,250000,Escalated,17,0
APR00809,INV00809,E019,V010,2025-02-27,254590.29,250000,Escalated,13,0
APR00810,INV00810,E005,V028,2025-06-14,227494.64,500000,Approved,15,0
APR00811,INV00811,E019,V007,2025-05-15,456939.75,250000,Rejected,12,0
APR00812,INV00812,E010,V004,2025-07-10,51052.03,500000,Approved,16,0
APR00813,INV00813,E010,V029,2026-06-18,382807.41,500000,Approved,20,0
APR00814,INV00814,E006,V011,2026-02-15,269841.61,500000,Approved,16,0
APR00815,INV00815,E016,V020,2026-01-03,286874.69,500000,Approved,19,0
APR00816,INV00816,E013,V020,2025-10-12,98303.13,100000,Approved,20,0
APR00817,INV00817,E006,V002,2026-04-04,533181.3,500000,Escalated,9,0
APR00818,INV00818,E012,V016,2026-05-07,121065.94,2500000,Approved,20,0
APR00819,INV00819,E013,V010,2025-06-24,687079.05,100000,Rejected,18,0
APR00820,INV00820,E011,V019,2025-01-14,2445919.58,2500000,Approved,13,1
APR00821,INV00821,E013,V010,2025-05-07,461300.27,100000,Rejected,18,0
APR00822,INV00822,E020,V006,2026-02-13,405985.94,2500000,Approved,18,0
APR00823,INV00823,E008,V017,2025-08-14,53636.62,100000,Approved,9,0
APR00824,INV00824,E020,V008,2025-03-27,790327.09,2500000,Approved,8,0
APR00825,INV00825,E012,V015,2026-02-17,383861.97,2500000,Approved,11,0
APR00826,INV00826,E015,V004,2025-10-22,43277.3,100000,Approved,14,0
APR00827,INV00827,E004,V022,2026-05-01,417440.64,250000,Rejected,19,0
APR00828,INV00828,E020,V010,2025-11-30,722712.45,2500000,Approved,16,0
APR00829,INV00829,E006,V012,2025-08-09,98592.3,500000,Approved,9,0
APR00830,INV00830,E013,V011,2025-04-30,692636.71,100000,Rejected,17,0
APR00831,INV00831,E015,V028,2026-03-27,348174.08,100000,Escalated,14,1
APR00832,INV00832,E002,V006,2025-08-10,301836.0,2500000,Approved,12,0
APR00833,INV00833,E006,V025,2026-03-14,365164.87,500000,Approved,18,0
APR00834,INV00834,E003,V013,2026-06-17,379604.94,500000,Approved,11,0
APR00835,INV00835,E017,V019,2026-06-06,329667.35,2500000,Flagged,12,1
APR00836,INV00836,E018,V026,2025-11-25,840696.56,500000,Rejected,15,0
APR00837,INV00837,E006,V025,2025-11-04,326876.77,500000,Approved,16,0
APR00838,INV00838,E016,V016,2026-02-08,205976.83,500000,Approved,19,0
APR00839,INV00839,E013,V006,2026-03-11,379585.4,100000,Escalated,11,0
APR00840,INV00840,E012,V024,2025-06-14,272826.96,2500000,Approved,19,0
APR00841,INV00841,E001,V018,2025-12-11,280700.16,250000,Escalated,18,0
APR00842,INV00842,E004,V014,2025-06-10,363631.22,250000,Escalated,12,0
APR00843,INV00843,E018,V011,2026-06-05,380237.83,500000,Approved,9,0
APR00844,INV00844,E007,V016,2026-03-27,165408.72,2500000,Approved,11,0
APR00845,INV00845,E019,V023,2025-05-19,46898.19,250000,Approved,16,0
APR00846,INV00846,E012,V010,2026-04-24,2472359.82,2500000,Approved,18,1
APR00847,INV00847,E005,V020,2025-02-24,161279.37,500000,Approved,9,0
APR00848,INV00848,E007,V002,2025-09-01,328267.6,2500000,Approved,14,0
APR00849,INV00849,E003,V016,2026-04-10,286215.65,500000,Approved,19,0
APR00850,INV00850,E006,V013,2026-02-04,608921.23,500000,Escalated,13,0
APR00851,INV00851,E017,V022,2026-05-20,482300.31,2500000,Approved,19,0
APR00852,INV00852,E013,V002,2025-01-03,427301.16,100000,Escalated,9,0
APR00853,INV00853,E008,V017,2025-11-11,60982.73,100000,Approved,20,0
APR00854,INV00854,E007,V001,2025-01-13,68069.99,2500000,Approved,18,0
APR00855,INV00855,E013,V023,2025-04-22,103558.72,100000,Escalated,16,0
APR00856,INV00856,E003,V021,2026-06-06,120205.06,500000,Approved,16,0
APR00857,INV00857,E011,V007,2026-06-16,594550.85,2500000,Approved,20,0
APR00858,INV00858,E008,V008,2025-04-02,484854.18,100000,Rejected,12,0
APR00859,INV00859,E002,V005,2026-02-02,110158.9,2500000,Approved,10,0
APR00860,INV00860,E016,V003,2026-05-03,286506.47,500000,Approved,19,0
APR00861,INV00861,E001,V019,2025-06-29,807040.59,250000,Rejected,9,0
APR00862,INV00862,E018,V009,2025-02-22,221409.67,500000,Approved,16,0
APR00863,INV00863,E003,V029,2025-01-29,239533.53,500000,Approved,11,0
APR00864,INV00864,E001,V001,2026-05-05,93406.51,250000,Approved,20,0
APR00865,INV00865,E013,V018,2026-01-25,890331.36,100000,Escalated,20,0
APR00866,INV00866,E006,V006,2025-03-16,225453.06,500000,Approved,14,0
APR00867,INV00867,E010,V030,2026-04-07,494382.73,500000,Approved,13,1
APR00868,INV00868,E002,V020,2025-09-14,180149.92,2500000,Approved,20,0
APR00869,INV00869,E016,V014,2025-11-11,171455.6,500000,Approved,11,0
APR00870,INV00870,E011,V027,2025-04-14,244153.51,2500000,Approved,20,0
APR00871,INV00871,E018,V027,2026-03-23,175331.57,500000,Approved,16,0
APR00872,INV00872,E003,V012,2026-05-06,229584.47,500000,Approved,20,0
APR00873,INV00873,E017,V018,2026-04-01,485973.79,2500000,Approved,15,0
APR00874,INV00874,E019,V026,2026-01-21,318165.49,250000,Rejected,18,0
APR00875,INV00875,E007,V010,2026-06-03,2468684.17,2500000,Approved,11,1
APR00876,INV00876,E013,V030,2025-10-24,310888.85,100000,Escalated,10,0
APR00877,INV00877,E009,V020,2025-10-17,211839.59,250000,Approved,8,0
APR00878,INV00878,E006,V026,2026-06-15,175331.57,500000,Approved,12,1
APR00879,INV00879,E012,V023,2025-02-09,507382.8,2500000,Approved,14,1
APR00880,INV00880,E008,V019,2025-12-05,1580601.38,100000,Escalated,17,0
APR00881,INV00881,E009,V012,2026-06-17,171553.38,250000,Approved,8,0
APR00882,INV00882,E003,V008,2025-07-31,560001.36,500000,Escalated,19,0
APR00883,INV00883,E007,V023,2025-09-22,119010.59,2500000,Approved,9,1
APR00884,INV00884,E011,V003,2025-03-20,204877.83,2500000,Approved,20,0
APR00885,INV00885,E007,V005,2025-11-09,85150.74,2500000,Approved,15,0
APR00886,INV00886,E009,V023,2025-07-11,77174.18,250000,Approved,15,0
APR00887,INV00887,E017,V009,2025-05-07,234470.8,2500000,Approved,10,0
APR00888,INV00888,E015,V009,2025-11-08,371582.84,100000,Escalated,14,0
APR00889,INV00889,E015,V023,2025-03-10,96247.7,100000,Approved,12,0
APR00890,INV00890,E011,V020,2025-12-18,186809.82,2500000,Approved,20,0
APR00891,INV00891,E012,V019,2025-06-25,1132933.0,2500000,Approved,12,0
APR00892,INV00892,E001,V013,2025-02-11,499149.1,250000,Escalated,10,0
APR00893,INV00893,E020,V013,2025-05-07,584860.15,2500000,Approved,20,0
APR00894,INV00894,E012,V013,2025-03-19,1379945.86,2500000,Approved,10,0
APR00895,INV00895,E014,V016,2025-06-09,413366.35,100000,Rejected,19,0
APR00896,INV00896,E005,V008,2025-04-28,301710.66,500000,Approved,20,0
APR00897,INV00897,E005,V009,2025-01-30,361531.49,500000,Approved,11,0
APR00898,INV00898,E006,V024,2026-05-13,214654.43,500000,Approved,16,0
APR00899,INV00899,E010,V001,2025-03-05,57991.19,500000,Approved,18,0
APR00900,INV00900,E008,V014,2026-01-03,340162.37,100000,Escalated,14,0
APR00901,INV00901,E008,V019,2026-01-29,474777.29,100000,Rejected,17,0
APR00902,INV00902,E004,V005,2025-03-29,100546.82,250000,Approved,9,0
APR00903,INV00903,E016,V004,2026-01-03,59414.79,500000,Approved,14,0
APR00904,INV00904,E007,V010,2025-01-17,325103.4,2500000,Approved,14,0
APR00905,INV00905,E008,V030,2026-06-19,306384.71,100000,Rejected,15,0
APR00906,INV00906,E003,V015,2025-12-12,243311.25,500000,Approved,20,0
APR00907,INV00907,E013,V005,2025-01-14,267784.27,100000,Rejected,18,0
APR00908,INV00908,E008,V011,2026-01-27,431523.25,100000,Rejected,15,0
APR00909,INV00909,E019,V002,2026-02-11,426019.71,250000,Rejected,13,0
APR00910,INV00910,E001,V005,2026-01-31,72440.71,250000,Approved,13,0
APR00911,INV00911,E008,V013,2026-01-29,330692.54,100000,Rejected,8,0
APR00912,INV00912,E011,V017,2026-02-04,66190.68,2500000,Approved,15,0
APR00913,INV00913,E004,V006,2025-01-10,321227.98,250000,Escalated,11,0
APR00914,INV00914,E013,V020,2025-03-01,589195.09,100000,Rejected,19,1
APR00915,INV00915,E016,V005,2025-09-05,148597.33,500000,Approved,18,0
APR00916,INV00916,E013,V005,2025-02-03,94023.92,100000,Approved,19,0
APR00917,INV00917,E003,V002,2026-05-08,476942.26,500000,Approved,20,0
APR00918,INV00918,E016,V007,2025-01-14,441142.63,500000,Approved,13,0
APR00919,INV00919,E018,V001,2025-05-20,72027.23,500000,Approved,13,0
APR00920,INV00920,E013,V028,2026-02-04,275444.08,100000,Escalated,15,0
APR00921,INV00921,E007,V026,2025-09-04,433072.33,2500000,Approved,13,0
APR00922,INV00922,E005,V026,2025-01-13,422449.94,500000,Approved,11,0
APR00923,INV00923,E003,V019,2025-09-07,495743.68,500000,Approved,17,0
APR00924,INV00924,E004,V019,2025-11-13,438506.36,250000,Escalated,13,0
APR00925,INV00925,E007,V022,2025-07-10,295462.12,2500000,Approved,20,0
APR00926,INV00926,E009,V004,2025-03-19,136188.84,250000,Approved,10,0
APR00927,INV00927,E009,V007,2025-08-30,488635.53,250000,Escalated,13,0
APR00928,INV00928,E003,V021,2025-04-17,162550.5,500000,Approved,14,0
APR00929,INV00929,E017,V015,2026-03-12,411003.01,2500000,Approved,19,0
APR00930,INV00930,E010,V016,2025-06-09,496831.78,500000,Flagged,15,1
APR00931,INV00931,E011,V020,2025-01-08,257778.36,2500000,Approved,19,0
APR00932,INV00932,E002,V018,2026-06-04,281514.71,2500000,Approved,11,0
APR00933,INV00933,E006,V027,2026-06-05,288980.47,500000,Approved,12,0
APR00934,INV00934,E006,V002,2026-04-16,552345.86,500000,Rejected,9,0
APR00935,INV00935,E003,V009,2025-05-19,670374.71,500000,Rejected,17,0
APR00936,INV00936,E019,V028,2026-05-15,440689.89,250000,Escalated,9,0
APR00937,INV00937,E004,V023,2025-11-01,75661.6,250000,Approved,12,0
APR00938,INV00938,E007,V027,2026-04-07,268016.83,2500000,Approved,17,0
APR00939,INV00939,E014,V018,2025-05-04,494433.18,100000,Rejected,19,0
APR00940,INV00940,E012,V026,2025-06-23,318754.18,2500000,Approved,10,0
APR00941,INV00941,E012,V007,2025-02-07,230776.78,2500000,Approved,12,0
APR00942,INV00942,E013,V009,2026-02-28,365976.92,100000,Escalated,9,0
APR00943,INV00943,E013,V008,2025-12-29,555075.37,100000,Escalated,13,0
APR00944,INV00944,E020,V028,2025-10-12,426391.9,2500000,Approved,20,0
APR00945,INV00945,E011,V016,2025-08-18,275705.93,2500000,Approved,11,0
APR00946,INV00946,E006,V017,2026-01-15,120046.84,500000,Approved,11,0
APR00947,INV00947,E014,V028,2025-08-23,506582.93,100000,Rejected,13,0
APR00948,INV00948,E020,V019,2025-11-20,432905.4,2500000,Approved,19,0
APR00949,INV00949,E013,V017,2025-03-29,81854.27,100000,Approved,15,0
APR00950,INV00950,E013,V019,2026-02-16,448825.05,100000,Rejected,15,0
APR00951,INV00951,E004,V022,2026-06-05,210147.94,250000,Approved,18,0
APR00952,INV00952,E011,V013,2025-05-21,318771.62,2500000,Approved,17,0
APR00953,INV00953,E008,V006,2025-03-08,332509.72,100000,Escalated,15,0
APR00954,INV00954,E017,V024,2025-05-02,176669.77,2500000,Approved,15,0
APR00955,INV00955,E004,V009,2026-06-11,495798.11,250000,Escalated,14,0
APR00956,INV00956,E008,V027,2025-06-04,259934.69,100000,Escalated,10,0
APR00957,INV00957,E003,V005,2026-02-23,167022.24,500000,Approved,13,0
APR00958,INV00958,E003,V023,2025-03-11,52534.59,500000,Approved,19,0
APR00959,INV00959,E018,V018,2025-07-08,334025.1,500000,Approved,8,0
APR00960,INV00960,E014,V020,2025-07-13,107481.32,100000,Rejected,18,0
APR00961,INV00961,E004,V018,2026-06-13,489074.37,250000,Rejected,15,0
APR00962,INV00962,E011,V018,2025-07-19,563092.4,2500000,Approved,12,0
APR00963,INV00963,E001,V025,2026-02-10,311434.78,250000,Escalated,9,0
APR00964,INV00964,E006,V003,2025-10-19,287905.78,500000,Approved,17,0
APR00965,INV00965,E015,V005,2025-01-04,340373.98,100000,Escalated,8,0
APR00966,INV00966,E012,V009,2025-01-29,359754.0,2500000,Approved,15,1
APR00967,INV00967,E016,V029,2025-12-22,431421.73,500000,Approved,10,0
APR00968,INV00968,E016,V017,2025-01-31,130479.87,500000,Approved,18,0
APR00969,INV00969,E020,V010,2026-05-31,637458.74,2500000,Approved,15,0
APR00970,INV00970,E005,V021,2026-06-18,91567.15,500000,Approved,8,0
APR00971,INV00971,E002,V010,2025-06-15,416818.48,2500000,Approved,17,0
APR00972,INV00972,E016,V003,2025-12-15,335952.25,500000,Approved,19,0
APR00973,INV00973,E006,V005,2025-11-14,110844.61,500000,Approved,10,0
APR00974,INV00974,E010,V027,2026-05-25,332316.69,500000,Approved,20,0
APR00975,INV00975,E008,V006,2025-05-08,267784.07,100000,Escalated,18,0
APR00976,INV00976,E008,V022,2025-12-30,632167.55,100000,Rejected,17,0
APR00977,INV00977,E020,V013,2025-01-27,387063.61,2500000,Approved,12,0
APR00978,INV00978,E007,V030,2026-02-07,468434.32,2500000,Approved,9,0
APR00979,INV00979,E010,V023,2025-08-19,57021.98,500000,Approved,13,0
APR00980,INV00980,E007,V008,2026-02-03,658686.49,2500000,Approved,18,0
APR00981,INV00981,E008,V029,2026-03-24,542544.07,100000,Escalated,15,0
APR00982,INV00982,E004,V019,2026-04-14,243322.34,250000,Approved,16,0
APR00983,INV00983,E001,V011,2026-01-05,871340.98,250000,Escalated,18,1
APR00984,INV00984,E018,V022,2026-06-16,228362.06,500000,Approved,12,0
APR00985,INV00985,E015,V003,2026-03-11,277973.51,100000,Rejected,8,0
APR00986,INV00986,E016,V027,2026-03-15,108064.35,500000,Approved,19,1
APR00987,INV00987,E016,V027,2025-02-24,220387.26,500000,Approved,15,0
APR00988,INV00988,E012,V019,2025-07-31,612191.55,2500000,Approved,19,0
APR00989,INV00989,E012,V023,2025-11-26,53881.44,2500000,Approved,18,0
APR00990,INV00990,E008,V016,2025-02-03,98376.54,100000,Flagged,16,1
APR00991,INV00991,E015,V016,2025-09-20,272097.7,100000,Rejected,17,0
APR00992,INV00992,E007,V016,2025-07-07,219688.85,2500000,Approved,20,0
APR00993,INV00993,E015,V015,2025-03-03,514117.13,100000,Rejected,11,0
APR00994,INV00994,E015,V006,2025-05-13,255376.65,100000,Rejected,15,0
APR00995,INV00995,E006,V027,2026-03-17,448177.15,500000,Approved,20,1
APR00996,INV00996,E019,V010,2026-04-13,403724.22,250000,Escalated,13,0
APR00997,INV00997,E008,V009,2026-05-18,325914.43,100000,Escalated,10,0
APR00998,INV00998,E003,V010,2026-04-21,901786.67,500000,Escalated,9,1
APR00999,INV00999,E020,V021,2026-03-30,332459.44,2500000,Approved,15,1
APR01000,INV01000,E017,V026,2025-11-08,455933.43,2500000,Approved,13,0
APR01001,INV01001,E013,V015,2025-11-02,340674.09,100000,Rejected,13,0
APR01002,INV01002,E012,V001,2025-06-27,47298.32,2500000,Approved,20,0
APR01003,INV01003,E004,V007,2025-11-21,392844.77,250000,Rejected,16,0
APR01004,INV01004,E002,V020,2025-03-30,88056.99,2500000,Approved,20,0
APR01005,INV01005,E015,V001,2026-06-10,94885.76,100000,Approved,18,0
APR01006,INV01006,E015,V009,2026-05-29,178013.35,100000,Rejected,17,0
APR01007,INV01007,E004,V015,2026-02-01,470391.14,250000,Escalated,15,0
APR01008,INV01008,E007,V026,2025-10-04,321276.03,2500000,Approved,11,0
APR01009,INV01009,E003,V009,2025-03-18,367040.56,500000,Approved,16,0
APR01010,INV01010,E011,V026,2025-01-15,452787.75,2500000,Approved,17,0
APR01011,INV01011,E018,V009,2025-10-26,458771.88,500000,Approved,14,0
APR01012,INV01012,E015,V020,2026-05-30,399438.45,100000,Rejected,8,0
APR01013,INV01013,E006,V019,2025-10-26,449060.57,500000,Approved,20,0
APR01014,INV01014,E005,V018,2025-06-06,417419.25,500000,Approved,18,0
APR01015,INV01015,E007,V025,2025-06-16,301235.39,2500000,Approved,12,0
APR01016,INV01016,E013,V017,2026-04-15,75388.61,100000,Approved,14,0
APR01017,INV01017,E007,V026,2025-11-16,396165.59,2500000,Approved,9,0
APR01018,INV01018,E012,V008,2025-07-30,397202.61,2500000,Approved,20,0
APR01019,INV01019,E012,V019,2026-03-04,485337.49,2500000,Approved,10,0
APR01020,INV01020,E004,V005,2025-01-31,99977.44,250000,Approved,12,0
APR01021,INV01021,E007,V028,2025-05-08,404082.95,2500000,Approved,13,0
APR01022,INV01022,E005,V014,2025-12-09,322555.9,500000,Approved,11,0
APR01023,INV01023,E007,V010,2026-04-06,414364.59,2500000,Approved,16,0
APR01024,INV01024,E020,V001,2026-01-07,182876.21,2500000,Approved,20,0
APR01025,INV01025,E013,V011,2025-11-21,360884.7,100000,Escalated,19,0
APR01026,INV01026,E010,V024,2026-06-17,419007.86,500000,Approved,14,0
APR01027,INV01027,E007,V011,2026-03-23,304871.46,2500000,Approved,9,0
APR01028,INV01028,E006,V005,2026-03-19,184058.71,500000,Approved,19,0
APR01029,INV01029,E001,V018,2025-08-04,286457.88,250000,Escalated,11,1
APR01030,INV01030,E014,V012,2026-05-31,119728.98,100000,Escalated,19,0
APR01031,INV01031,E012,V023,2026-05-16,102807.81,2500000,Approved,13,0
APR01032,INV01032,E002,V025,2025-03-05,2443633.44,2500000,Approved,14,1
APR01033,INV01033,E014,V019,2026-06-10,650757.26,100000,Escalated,10,0
APR01034,INV01034,E020,V026,2026-01-12,459975.91,2500000,Approved,15,0
APR01035,INV01035,E002,V022,2026-06-15,365118.6,2500000,Approved,13,0
APR01036,INV01036,E010,V005,2026-06-08,125466.54,500000,Approved,19,0
APR01037,INV01037,E017,V004,2025-02-26,88353.89,2500000,Approved,14,0
APR01038,INV01038,E005,V027,2025-04-03,277653.41,500000,Approved,20,0
APR01039,INV01039,E001,V009,2026-05-05,303753.16,250000,Rejected,11,0
APR01040,INV01040,E015,V030,2025-04-28,492904.05,100000,Rejected,12,1
APR01041,INV01041,E016,V023,2026-03-16,55671.25,500000,Approved,8,0
APR01042,INV01042,E012,V030,2025-02-21,365058.27,2500000,Approved,17,0
APR01043,INV01043,E011,V005,2025-01-30,2411739.77,2500000,Flagged,19,1
APR01044,INV01044,E014,V026,2025-11-02,482475.19,100000,Escalated,15,0
APR01045,INV01045,E009,V027,2025-05-31,190842.93,250000,Approved,15,0
APR01046,INV01046,E007,V005,2025-09-18,91651.3,2500000,Approved,18,0
APR01047,INV01047,E019,V011,2025-02-10,357079.36,250000,Escalated,18,0
APR01048,INV01048,E003,V002,2025-10-08,494982.77,500000,Approved,19,1
APR01049,INV01049,E004,V003,2025-04-03,299975.77,250000,Rejected,9,1
APR01050,INV01050,E014,V001,2026-03-05,28541.25,100000,Approved,12,0
